"id","staff_id","tag_id","location_id","entered","exited"
"1038","30013","68","1","2008-01-28T07:03:18.0","2008-01-28T07:14:14.0"
"1039","30014","69","1","2007-11-26T18:46:28.0","2007-11-26T18:48:30.0"
"1040","30014","69","1","2007-11-27T09:20:41.0","2007-11-27T09:27:16.0"
"1041","30014","69","1","2007-11-28T10:35:48.0","2007-11-28T10:48:18.0"
"1042","30014","69","1","2007-11-30T16:32:24.0","2007-11-30T16:43:31.0"
"1043","30014","69","1","2007-12-02T18:06:33.0","2007-12-02T18:13:38.0"
"1044","30014","69","1","2007-12-02T21:01:59.0","2007-12-02T21:03:09.0"
"1045","30014","69","1","2007-12-08T17:02:45.0","2007-12-08T17:10:02.0"
"1046","30014","69","1","2007-12-10T14:26:27.0","2007-12-10T14:45:00.0"
"1047","30014","69","1","2007-12-10T15:40:04.0","2007-12-10T15:46:28.0"
"1048","30014","69","1","2007-12-11T11:54:31.0","2007-12-11T12:15:26.0"
"1049","30014","69","1","2007-12-12T12:40:26.0","2007-12-12T12:49:52.0"
"1050","30014","69","1","2007-12-13T09:38:52.0","2007-12-13T10:03:34.0"
"1051","30014","69","1","2007-12-13T11:05:55.0","2007-12-13T11:21:16.0"
"1052","30014","69","1","2007-12-13T11:54:16.0","2007-12-13T12:16:53.0"
"1053","30014","69","1","2007-12-13T14:47:26.0","2007-12-13T14:56:32.0"
"1054","30014","69","1","2007-12-15T12:45:47.0","2007-12-15T13:02:20.0"
"1055","30014","69","1","2007-12-17T15:45:26.0","2007-12-17T15:48:59.0"
"1056","30014","69","1","2007-12-17T20:15:31.0","2007-12-17T20:25:48.0"
"1057","30014","69","1","2007-12-18T16:21:49.0","2007-12-18T16:49:58.0"
"1058","30014","69","1","2007-12-20T12:54:48.0","2007-12-20T12:58:01.0"
"1059","30014","69","1","2007-12-23T14:36:27.0","2007-12-23T14:38:09.0"
"1060","30014","69","1","2007-12-23T21:14:19.0","2007-12-23T21:32:34.0"
"1061","30014","69","1","2007-12-24T10:15:01.0","2007-12-24T10:41:18.0"
"1062","30014","69","1","2007-12-24T13:33:55.0","2007-12-24T13:38:19.0"
"1063","30014","69","1","2007-12-24T15:15:47.0","2007-12-24T15:23:13.0"
"1064","30014","69","1","2007-12-24T21:06:54.0","2007-12-24T21:55:44.0"
"1065","30014","69","1","2007-12-24T22:47:24.0","2007-12-25T07:29:52.0"
"1066","30014","69","1","2007-12-28T17:45:18.0","2007-12-28T17:50:32.0"
"1067","30014","69","1","2007-12-28T18:40:01.0","2007-12-28T18:43:04.0"
"1068","30014","69","1","2007-12-30T22:46:28.0","2007-12-30T22:55:17.0"
"1069","30014","69","1","2008-01-09T08:08:00.0","2008-01-09T09:14:18.0"
"1070","30014","69","1","2008-01-10T20:14:13.0","2008-01-10T20:25:10.0"
"1071","30014","69","1","2008-01-12T20:19:58.0","2008-01-12T20:30:08.0"
"1072","30014","69","1","2008-01-15T08:14:12.0","2008-01-15T09:02:53.0"
"1073","30014","69","1","2008-01-18T20:26:57.0","2008-01-18T20:29:09.0"
"1074","30014","69","1","2008-01-20T09:37:14.0","2008-01-20T09:39:16.0"
"1075","30014","69","1","2008-01-21T17:03:57.0","2008-01-21T17:07:20.0"
"1076","30014","69","1","2008-01-21T19:29:46.0","2008-01-21T19:46:01.0"
"1077","30014","69","1","2008-01-21T20:43:50.0","2008-01-21T20:45:11.0"
"1078","30014","69","1","2008-01-22T10:12:39.0","2008-01-22T10:21:04.0"
"1079","30014","69","1","2008-01-22T10:57:41.0","2008-01-22T11:30:08.0"
"1080","30014","69","1","2008-01-23T14:12:24.0","2008-01-23T14:18:10.0"
"1081","30014","69","1","2008-01-25T12:21:44.0","2008-01-25T12:23:55.0"
"1082","30014","69","1","2008-01-27T07:04:05.0","2008-01-27T07:14:04.0"
"1083","30014","69","1","2008-01-28T08:58:55.0","2008-01-28T08:59:05.0"
"1084","30014","69","1","2008-01-28T17:42:27.0","2008-01-28T17:44:28.0"
"1085","30014","69","1","2008-01-28T19:18:20.0","2008-01-28T19:22:33.0"
"1086","30014","69","1","2008-01-29T09:46:58.0","2008-01-29T09:53:12.0"
"1087","30014","69","1","2008-01-30T22:34:12.0","2008-01-31T07:06:23.0"
"1088","30016","71","1","2007-11-27T10:27:35.0","2007-11-27T10:29:37.0"
"1089","30016","71","1","2007-11-27T19:58:13.0","2007-11-27T20:03:06.0"
"1090","30016","71","1","2007-11-28T11:21:03.0","2007-11-28T11:28:08.0"
"1091","30016","71","1","2007-11-28T16:53:07.0","2007-11-28T16:53:18.0"
"1092","30016","71","1","2007-11-28T20:16:12.0","2007-11-28T20:19:47.0"
"1093","30016","71","1","2007-11-30T15:51:23.0","2007-11-30T15:59:50.0"
"1094","30016","71","1","2007-12-08T12:40:07.0","2007-12-08T12:42:01.0"
"1095","30016","71","1","2007-12-09T14:21:38.0","2007-12-09T14:28:45.0"
"1096","30016","71","1","2007-12-09T17:35:57.0","2007-12-09T17:36:59.0"
"1097","30016","71","1","2007-12-10T13:57:14.0","2007-12-10T14:07:06.0"
"1098","30016","71","1","2007-12-13T19:33:00.0","2007-12-13T19:43:37.0"
"1099","30016","71","1","2007-12-14T08:53:44.0","2007-12-14T09:38:54.0"
"1100","30016","71","1","2007-12-15T12:21:27.0","2007-12-15T12:35:41.0"
"1101","30016","71","1","2007-12-17T10:22:56.0","2007-12-17T10:46:51.0"
"1102","30016","71","1","2007-12-17T12:46:58.0","2007-12-17T12:47:28.0"
"1103","30016","71","1","2007-12-18T07:46:31.0","2007-12-18T08:17:51.0"
"1104","30016","71","1","2007-12-19T10:45:47.0","2007-12-19T11:03:45.0"
"1105","30016","71","1","2007-12-19T13:09:41.0","2007-12-19T13:19:42.0"
"1106","30016","71","1","2007-12-23T09:16:57.0","2007-12-23T09:23:11.0"
"1107","30016","71","1","2007-12-27T18:36:38.0","2007-12-27T18:49:13.0"
"1108","30016","71","1","2007-12-28T10:44:25.0","2007-12-28T10:48:49.0"
"1109","30016","71","1","2007-12-28T14:51:06.0","2007-12-28T15:05:22.0"
"1110","30016","71","1","2007-12-28T16:25:29.0","2007-12-28T16:55:50.0"
"1111","30016","71","1","2007-12-31T07:02:54.0","2007-12-31T07:12:40.0"
"1112","30016","71","1","2007-12-31T15:51:42.0","2007-12-31T16:00:25.0"
"1113","30016","71","1","2008-01-09T21:17:48.0","2008-01-09T21:31:18.0"
"1114","30016","71","1","2008-01-10T08:40:16.0","2008-01-10T10:18:38.0"
"1115","30016","71","1","2008-01-10T22:25:03.0","2008-01-10T22:26:03.0"
"1116","30016","71","1","2008-01-12T08:39:40.0","2008-01-12T08:44:34.0"
"1117","30016","71","1","2008-01-12T11:42:26.0","2008-01-12T12:02:38.0"
"1118","30016","71","1","2008-01-15T08:19:05.0","2008-01-15T08:30:14.0"
"1119","30016","71","1","2008-01-16T07:13:33.0","2008-01-16T07:27:24.0"
"1120","30016","71","1","2008-01-16T13:20:14.0","2008-01-16T13:25:18.0"
"1121","30016","71","1","2008-01-16T18:10:04.0","2008-01-16T18:12:06.0"
"1122","30016","71","1","2008-01-17T15:12:10.0","2008-01-17T15:15:04.0"
"1123","30016","71","1","2008-01-17T16:32:27.0","2008-01-17T16:33:38.0"
"1124","30016","71","1","2008-01-17T19:35:31.0","2008-01-17T19:39:24.0"
"1125","30016","71","1","2008-01-19T11:50:45.0","2008-01-19T12:02:36.0"
"1126","30016","71","1","2008-01-19T17:39:59.0","2008-01-19T17:40:09.0"
"1127","30016","71","1","2008-01-20T13:08:53.0","2008-01-20T13:22:34.0"
"1128","30016","71","1","2008-01-21T14:14:25.0","2008-01-21T14:30:37.0"
"1129","30016","71","1","2008-01-21T18:30:42.0","2008-01-21T19:00:53.0"
"1130","30016","71","1","2008-01-24T13:11:04.0","2008-01-24T13:18:50.0"
"1131","30016","71","1","2008-01-26T22:48:58.0","2008-01-26T22:52:31.0"
"1132","30016","71","1","2008-01-28T14:53:01.0","2008-01-28T14:59:06.0"
"1133","30024","66","1","2007-11-26T20:37:05.0","2007-11-26T20:38:36.0"
"1134","30024","66","1","2007-11-27T16:45:22.0","2007-11-27T16:55:00.0"
"1135","30024","66","1","2007-12-05T16:18:02.0","2007-12-05T16:24:46.0"
"1136","30024","66","1","2007-12-05T21:39:56.0","2007-12-05T21:45:19.0"
"1137","30024","66","1","2007-12-05T22:16:57.0","2007-12-05T22:54:16.0"
"1138","30024","66","1","2007-12-07T16:57:28.0","2007-12-07T17:19:03.0"
"1139","30024","66","1","2007-12-09T15:54:02.0","2007-12-09T16:18:50.0"
"1140","30024","66","1","2007-12-10T12:06:03.0","2007-12-10T13:07:56.0"
"1141","30024","66","1","2007-12-13T10:06:37.0","2007-12-13T10:33:53.0"
"1142","30024","66","1","2007-12-14T07:40:18.0","2007-12-14T08:02:53.0"
"1143","30024","66","1","2007-12-15T20:27:18.0","2007-12-15T21:00:28.0"
"1144","30024","66","1","2007-12-16T17:36:51.0","2007-12-16T18:47:03.0"
"1145","30024","66","1","2007-12-21T19:26:56.0","2007-12-21T19:28:27.0"
"1146","30024","66","1","2007-12-21T22:32:08.0","2007-12-21T22:38:33.0"
"1147","30024","66","1","2007-12-24T15:43:57.0","2007-12-24T15:52:08.0"
"1148","30024","66","1","2007-12-25T09:50:18.0","2007-12-25T10:02:03.0"
"1149","30024","66","1","2007-12-25T17:33:38.0","2007-12-25T17:38:12.0"
"1150","30024","66","1","2007-12-27T20:49:55.0","2007-12-27T21:06:07.0"
"1151","30024","66","1","2007-12-28T11:26:02.0","2007-12-28T11:37:29.0"
"1152","30024","66","1","2007-12-28T12:24:01.0","2007-12-28T12:29:00.0"
"1153","30024","66","1","2007-12-30T14:59:36.0","2007-12-30T15:18:18.0"
"1154","30024","66","1","2007-12-30T16:27:14.0","2007-12-30T16:27:34.0"
"1155","30024","66","1","2007-12-30T21:41:59.0","2007-12-30T22:02:25.0"
"1156","30024","66","1","2008-01-10T09:38:05.0","2008-01-10T09:43:30.0"
"1157","30024","66","1","2008-01-10T14:34:24.0","2008-01-10T14:45:15.0"
"1158","30024","66","1","2008-01-10T20:43:11.0","2008-01-10T21:10:13.0"
"1159","30024","66","1","2008-01-12T11:49:20.0","2008-01-12T12:08:42.0"
"1160","30024","66","1","2008-01-15T22:04:39.0","2008-01-15T22:12:48.0"
"1161","30024","66","1","2008-01-16T21:35:08.0","2008-01-16T21:36:49.0"
"1162","30024","66","1","2008-01-17T11:03:23.0","2008-01-17T11:08:28.0"
"1163","30024","66","1","2008-01-17T12:41:56.0","2008-01-17T13:38:37.0"
"1164","30024","66","1","2008-01-18T15:15:40.0","2008-01-18T15:19:53.0"
"1165","30024","66","1","2008-01-18T22:12:44.0","2008-01-19T07:12:53.0"
"1166","30024","66","1","2008-01-20T13:16:50.0","2008-01-20T13:57:05.0"
"1167","30024","66","1","2008-01-23T21:40:01.0","2008-01-23T21:58:10.0"
"1168","30024","66","1","2008-01-24T19:29:06.0","2008-01-24T19:41:35.0"
"1169","30024","66","1","2008-01-25T12:57:59.0","2008-01-25T13:07:56.0"
"1170","30024","66","1","2008-01-25T18:34:38.0","2008-01-25T19:12:33.0"
"1171","30024","66","1","2008-01-26T09:48:57.0","2008-01-26T10:02:52.0"
"1172","30024","66","1","2008-01-26T15:44:11.0","2008-01-26T15:51:26.0"
"1173","30024","66","1","2008-01-26T16:41:36.0","2008-01-26T16:58:58.0"
"1174","30024","66","1","2008-01-30T17:57:22.0","2008-01-30T17:59:33.0"
"1175","30024","66","1","2008-01-30T22:30:25.0","2008-01-31T07:02:55.0"
"1176","30013","68","2","2007-11-26T19:46:55.0","2007-11-26T19:49:57.0"
"1177","30013","68","2","2007-11-28T10:54:12.0","2007-11-28T10:59:47.0"
"1178","30013","68","2","2007-12-10T18:04:17.0","2007-12-10T18:19:57.0"
"1179","30013","68","2","2007-12-12T14:10:37.0","2007-12-12T14:34:37.0"
"1180","30013","68","2","2007-12-12T17:38:59.0","2007-12-12T17:43:21.0"
"1181","30013","68","2","2007-12-12T22:47:17.0","2007-12-12T22:56:16.0"
"1182","30013","68","2","2007-12-13T21:03:10.0","2007-12-13T21:13:26.0"
"1183","30013","68","2","2007-12-15T08:12:12.0","2007-12-15T08:13:22.0"
"1184","30013","68","2","2007-12-16T12:16:30.0","2007-12-16T12:38:15.0"
"1185","30013","68","2","2007-12-17T20:10:27.0","2007-12-17T20:11:08.0"
"1186","30013","68","2","2007-12-18T11:31:39.0","2007-12-18T11:33:10.0"
"1187","30013","68","2","2007-12-18T22:07:11.0","2007-12-18T22:25:46.0"
"1188","30013","68","2","2007-12-19T14:40:44.0","2007-12-19T14:48:04.0"
"1189","30013","68","2","2007-12-19T21:11:05.0","2007-12-19T21:25:51.0"
"1190","30013","68","2","2007-12-21T14:51:46.0","2007-12-21T16:09:19.0"
"1191","30013","68","2","2007-12-22T15:20:12.0","2007-12-22T16:04:05.0"
"1192","30013","68","2","2007-12-22T18:45:19.0","2007-12-22T18:54:51.0"
"1193","30013","68","2","2007-12-23T08:46:15.0","2007-12-23T08:47:15.0"
"1194","30013","68","2","2007-12-23T14:25:27.0","2007-12-23T14:28:19.0"
"1195","30013","68","2","2007-12-23T16:30:05.0","2007-12-23T16:56:34.0"
"1196","30013","68","2","2007-12-25T11:12:12.0","2007-12-25T11:36:28.0"
"1197","30013","68","2","2007-12-25T22:08:09.0","2007-12-25T22:11:04.0"
"1198","30013","68","2","2007-12-26T08:48:21.0","2007-12-26T08:49:32.0"
"1199","30013","68","2","2007-12-26T12:29:38.0","2007-12-26T12:41:14.0"
"1200","30013","68","2","2007-12-28T15:26:51.0","2007-12-28T15:34:18.0"
"1201","30013","68","2","2008-01-08T21:30:27.0","2008-01-08T22:01:58.0"
"1202","30013","68","2","2008-01-09T08:45:42.0","2008-01-09T09:09:14.0"
"1203","30013","68","2","2008-01-09T16:50:52.0","2008-01-09T17:22:32.0"
"1204","30013","68","2","2008-01-10T13:44:24.0","2008-01-10T13:48:57.0"
"1205","30013","68","2","2008-01-12T19:03:47.0","2008-01-12T19:13:00.0"
"1206","30013","68","2","2008-01-13T11:25:14.0","2008-01-13T12:00:48.0"
"1207","30013","68","2","2008-01-15T07:40:03.0","2008-01-15T07:40:44.0"
"1208","30013","68","2","2008-01-18T22:54:06.0","2008-01-19T07:39:05.0"
"1209","30013","68","2","2008-01-19T12:57:01.0","2008-01-19T12:57:38.0"
"1210","30013","68","2","2008-01-20T21:18:46.0","2008-01-20T21:50:06.0"
"1211","30013","68","2","2008-01-22T08:35:40.0","2008-01-22T08:44:07.0"
"1212","30013","68","2","2008-01-22T18:34:54.0","2008-01-22T18:46:57.0"
"1213","30013","68","2","2008-01-25T22:35:02.0","2008-01-26T07:56:42.0"
"1214","30013","68","2","2008-01-26T08:31:29.0","2008-01-26T08:42:39.0"
"1215","30013","68","2","2008-01-26T12:58:28.0","2008-01-26T14:11:41.0"
"1216","30013","68","2","2008-01-26T22:14:09.0","2008-01-26T22:14:49.0"
"1217","30013","68","2","2008-01-27T19:09:50.0","2008-01-27T19:10:20.0"
"1218","30013","68","2","2008-02-01T11:24:28.0","2008-02-01T12:04:08.0"
"1219","30014","69","2","2007-11-30T16:07:15.0","2007-11-30T16:09:47.0"
"1220","30014","69","2","2007-12-02T13:21:53.0","2007-12-02T13:40:58.0"
"1221","30014","69","2","2007-12-02T15:02:43.0","2007-12-02T15:12:39.0"
"1222","30014","69","2","2007-12-07T19:24:36.0","2007-12-07T19:41:15.0"
"1223","30014","69","2","2007-12-08T12:45:50.0","2007-12-08T12:50:31.0"
"1224","30014","69","2","2007-12-10T09:19:31.0","2007-12-10T09:25:35.0"
"1225","30014","69","2","2007-12-13T07:32:43.0","2007-12-13T07:46:01.0"
"1226","30014","69","2","2007-12-13T11:44:01.0","2007-12-13T11:44:31.0"
"1227","30014","69","2","2007-12-13T16:34:25.0","2007-12-13T16:36:26.0"
"1228","30014","69","2","2007-12-13T18:18:52.0","2007-12-13T18:45:00.0"
"1229","30014","69","2","2007-12-15T08:44:44.0","2007-12-15T08:48:06.0"
"1230","30014","69","2","2007-12-17T07:30:01.0","2007-12-17T07:47:34.0"
"1231","30014","69","2","2007-12-17T09:48:31.0","2007-12-17T10:03:52.0"
"1232","30014","69","2","2007-12-17T20:10:04.0","2007-12-17T20:15:31.0"
"1233","30014","69","2","2007-12-18T20:03:16.0","2007-12-18T20:22:15.0"
"1234","30014","69","2","2007-12-20T11:35:06.0","2007-12-20T11:48:36.0"
"1235","30014","69","2","2007-12-21T17:42:57.0","2007-12-21T18:12:52.0"
"1236","30014","69","2","2007-12-22T21:37:03.0","2007-12-22T21:40:35.0"
"1237","30014","69","2","2007-12-24T13:13:19.0","2007-12-24T13:26:07.0"
"1238","30014","69","2","2007-12-28T07:13:40.0","2007-12-28T07:14:01.0"
"1239","30014","69","2","2007-12-28T09:47:42.0","2007-12-28T10:01:16.0"
"1240","30014","69","2","2007-12-30T14:15:13.0","2007-12-30T14:20:17.0"
"1241","30014","69","2","2007-12-30T17:13:27.0","2007-12-30T17:16:10.0"
"1242","30014","69","2","2007-12-31T20:55:09.0","2007-12-31T21:36:35.0"
"1243","30014","69","2","2008-01-11T14:21:18.0","2008-01-11T14:22:08.0"
"1244","30014","69","2","2008-01-11T14:36:36.0","2008-01-11T14:46:07.0"
"1245","30014","69","2","2008-01-12T10:41:24.0","2008-01-12T10:55:14.0"
"1246","30014","69","2","2008-01-14T11:54:57.0","2008-01-14T12:00:10.0"
"1247","30014","69","2","2008-01-14T21:31:56.0","2008-01-14T21:52:52.0"
"1248","30014","69","2","2008-01-17T11:53:13.0","2008-01-17T12:26:36.0"
"1249","30014","69","2","2008-01-19T20:52:23.0","2008-01-19T20:59:19.0"
"1250","30014","69","2","2008-01-20T20:03:10.0","2008-01-20T20:07:13.0"
"1251","30014","69","2","2008-01-21T19:26:54.0","2008-01-21T19:29:46.0"
"1252","30014","69","2","2008-01-26T07:04:41.0","2008-01-26T07:23:36.0"
"1253","30014","69","2","2008-01-26T13:58:23.0","2008-01-26T14:03:02.0"
"1254","30014","69","2","2008-01-27T13:35:58.0","2008-01-27T13:42:03.0"
"1255","30014","69","2","2008-01-31T11:48:58.0","2008-01-31T12:22:10.0"
"1256","30016","71","2","2007-11-26T17:42:57.0","2007-11-26T17:46:40.0"
"1257","30016","71","2","2007-11-27T13:56:58.0","2007-11-27T13:59:00.0"
"1258","30016","71","2","2007-11-27T14:18:52.0","2007-11-27T14:28:20.0"
"1259","30016","71","2","2007-11-30T16:01:31.0","2007-11-30T16:13:19.0"
"1260","30016","71","2","2007-11-30T16:58:33.0","2007-11-30T17:04:58.0"
"1261","30016","71","2","2007-12-02T17:28:58.0","2007-12-02T17:31:30.0"
"1262","30016","71","2","2007-12-02T17:49:21.0","2007-12-02T17:51:43.0"
"1263","30016","71","2","2007-12-02T20:03:09.0","2007-12-02T20:05:20.0"
"1264","30016","71","2","2007-12-07T18:39:30.0","2007-12-07T18:48:09.0"
"1265","30016","71","2","2007-12-08T14:57:05.0","2007-12-08T15:08:04.0"
"1266","30016","71","2","2007-12-08T21:09:20.0","2007-12-08T21:17:18.0"
"1267","30016","71","2","2007-12-09T14:11:03.0","2007-12-09T14:19:22.0"
"1268","30016","71","2","2007-12-09T21:05:48.0","2007-12-09T21:15:10.0"
"1269","30016","71","2","2007-12-10T19:20:18.0","2007-12-10T19:27:13.0"
"1270","30016","71","2","2007-12-11T07:41:45.0","2007-12-11T07:47:08.0"
"1271","30016","71","2","2007-12-12T15:44:11.0","2007-12-12T15:49:04.0"
"1272","30016","71","2","2007-12-15T14:45:52.0","2007-12-15T14:58:37.0"
"1273","30016","71","2","2007-12-17T16:33:23.0","2007-12-17T16:55:30.0"
"1274","30016","71","2","2007-12-19T14:37:52.0","2007-12-19T14:38:02.0"
"1275","30016","71","2","2007-12-20T12:50:54.0","2007-12-20T13:37:54.0"
"1276","30016","71","2","2007-12-21T10:55:31.0","2007-12-21T10:55:42.0"
"1277","30016","71","2","2007-12-22T22:37:38.0","2007-12-22T22:43:21.0"
"1278","30016","71","2","2007-12-25T11:39:20.0","2007-12-25T11:54:01.0"
"1279","30016","71","2","2007-12-25T21:30:35.0","2007-12-25T21:34:48.0"
"1280","30016","71","2","2007-12-28T13:57:53.0","2007-12-28T14:09:32.0"
"1281","30016","71","2","2007-12-30T14:35:15.0","2007-12-30T14:45:18.0"
"1282","30016","71","2","2008-01-08T22:43:36.0","2008-01-08T22:48:20.0"
"1283","30016","71","2","2008-01-10T13:04:03.0","2008-01-10T13:23:52.0"
"1284","30016","71","2","2008-01-10T17:02:35.0","2008-01-10T18:00:16.0"
"1285","30016","71","2","2008-01-12T09:57:33.0","2008-01-12T10:10:12.0"
"1286","30016","71","2","2008-01-15T09:05:37.0","2008-01-15T09:15:38.0"
"1287","30016","71","2","2008-01-16T08:11:33.0","2008-01-16T08:40:04.0"
"1288","30016","71","2","2008-01-17T10:03:08.0","2008-01-17T10:15:10.0"
"1289","30016","71","2","2008-01-17T17:14:57.0","2008-01-17T17:46:04.0"
"1290","30016","71","2","2008-01-19T17:57:24.0","2008-01-19T18:08:55.0"
"1291","30016","71","2","2008-01-20T19:55:23.0","2008-01-20T19:55:53.0"
"1292","30016","71","2","2008-01-26T13:49:38.0","2008-01-26T13:58:34.0"
"1293","30016","71","2","2008-01-27T09:06:11.0","2008-01-27T09:11:27.0"
"1294","30016","71","2","2008-01-28T11:23:27.0","2008-01-28T11:23:57.0"
"1295","30016","71","2","2008-01-28T17:55:36.0","2008-01-28T18:01:03.0"
"1296","30016","71","2","2008-01-29T16:00:26.0","2008-01-29T16:26:13.0"
"1297","30016","71","2","2008-01-31T11:26:24.0","2008-01-31T11:34:45.0"
"1298","30024","66","2","2007-11-26T18:43:26.0","2007-11-26T19:27:49.0"
"1299","30024","66","2","2007-11-27T19:56:32.0","2007-11-27T20:04:07.0"
"1300","30024","66","2","2007-11-28T12:52:02.0","2007-11-28T12:53:23.0"
"1301","30024","66","2","2007-11-28T18:58:51.0","2007-11-28T19:12:02.0"
"1302","30024","66","2","2007-12-05T10:45:17.0","2007-12-05T10:46:48.0"
"1303","30024","66","2","2007-12-05T16:27:58.0","2007-12-05T16:59:30.0"
"1304","30024","66","2","2007-12-07T14:44:03.0","2007-12-07T16:10:10.0"
"1305","30024","66","2","2007-12-09T16:58:29.0","2007-12-09T18:04:03.0"
"1306","30024","66","2","2007-12-12T17:01:23.0","2007-12-12T17:04:36.0"
"1307","30024","66","2","2007-12-13T20:21:03.0","2007-12-13T21:09:24.0"
"1308","30024","66","2","2007-12-14T07:12:58.0","2007-12-14T07:16:35.0"
"1309","30024","66","2","2007-12-14T16:21:15.0","2007-12-14T17:10:48.0"
"1310","30024","66","2","2007-12-14T17:42:37.0","2007-12-14T18:32:50.0"
"1311","30024","66","2","2007-12-14T20:39:13.0","2007-12-14T20:43:06.0"
"1312","30024","66","2","2007-12-15T18:15:46.0","2007-12-15T19:33:39.0"
"1313","30024","66","2","2007-12-16T09:25:37.0","2007-12-16T09:28:39.0"
"1314","30024","66","2","2007-12-16T19:21:46.0","2007-12-16T19:43:20.0"
"1315","30024","66","2","2007-12-17T15:33:32.0","2007-12-17T15:39:41.0"
"1316","30024","66","2","2007-12-17T18:55:29.0","2007-12-17T19:30:18.0"
"1317","30024","66","2","2007-12-20T17:35:36.0","2007-12-20T18:05:22.0"
"1318","30024","66","2","2007-12-21T07:06:03.0","2007-12-21T07:23:47.0"
"1319","30024","66","2","2007-12-25T09:35:12.0","2007-12-25T09:50:18.0"
"1320","30024","66","2","2007-12-25T15:42:33.0","2007-12-25T15:55:13.0"
"1321","30024","66","2","2007-12-27T15:43:25.0","2007-12-27T15:50:51.0"
"1322","30024","66","2","2007-12-30T13:07:45.0","2007-12-30T13:46:05.0"
"1323","30024","66","2","2007-12-30T16:53:00.0","2007-12-30T16:56:30.0"
"1324","30024","66","2","2007-12-31T17:57:05.0","2007-12-31T18:07:21.0"
"1325","30024","66","2","2008-01-09T16:26:26.0","2008-01-09T17:55:12.0"
"1326","30024","66","2","2008-01-12T07:40:00.0","2008-01-12T08:11:40.0"
"1327","30024","66","2","2008-01-13T07:36:28.0","2008-01-13T07:48:39.0"
"1328","30024","66","2","2008-01-13T12:20:45.0","2008-01-13T12:27:09.0"
"1329","30024","66","2","2008-01-19T10:25:56.0","2008-01-19T10:26:27.0"
"1330","30024","66","2","2008-01-20T11:49:19.0","2008-01-20T12:33:02.0"
"1331","30024","66","2","2008-01-20T14:40:14.0","2008-01-20T14:47:49.0"
